State,County,FIPS,Total Population,Citizen Voting-Age Population,"Percent White, not Hispanic or Latino","Percent Black, not Hispanic or Latino",Percent Hispanic or Latino,Percent Foreign Born,Percent Female,Percent Age 29 and Under,Percent Age 65 and Older,Median Household Income,Percent Unemployed,Percent Less than High School Degree,Percent Less than Bachelor's Degree,Percent Rural
Texas,Crockett,48105,3836,0,35.42752868,0.364963504,63.11261731,8.342022941,50.62565172,41.24087591,13.9468196,50646,2.774694784,26.31578947,88.9553429,22.74805055
Texas,Hood,48221,54217,0,85.32748031,0.673220577,11.63472712,3.225925448,50.70918716,32.93985281,23.86151945,58315,3.24331309,11.76032655,74.23305009,32.84553163
Minnesota,Watonwan,27165,10996,0,74.79992725,0.636595126,22.63550382,11.1404147,50.76391415,37.74099673,19.20698436,50068,2.720513687,15.10500808,83.65643511,59.10266702
Michigan,Luce,26095,6451,0,78.54596187,6.960161215,2.82126802,1.534645791,41.34242753,30.15036428,20.36893505,38167,13.39130435,11.22864117,86.16761595,51.36480169
Texas,Brewster,48043,9188,0,52.12233348,0.27209403600000004,43.97039617,5.833696125,52.51414889,35.04571179999999,19.00304745,38440,7.047700902000001,13.63705855,64.01161902,34.86785095
Wisconsin,Ashland,55003,15936,0,82.93800201,0.46435743,2.459839357,1.09186747,49.79919679,37.39332329,17.54518072,40297,7.167701863,8.358817533,77.78704476,54.86166986
Texas,Mitchell,48335,8995,0,48.39355197,10.16120067,39.22178988,7.0483602,38.26570317,41.60088938,14.07448583,51555,5.967841682,25.21117609,88.90513320000001,36.74359247
Virginia,Richmond,51159,8868,0,61.36671177,26.02616148,6.326116373,6.0442038789999994,44.06856112,29.8714479,19.812810100000004,44919,6.307922272000001,19.43404701,86.56984579,100.0
Texas,Washington,48477,34544,0,64.78404354,16.86834182,15.07642427,8.548517832,50.10710977,38.03844372,19.91662807,52718,4.873938687,17.42105947,77.95296054,53.49071712
Indiana,LaPorte,18091,110993,0,80.15280243,10.85293667,6.078761724,3.1146108310000002,48.30304614,36.99242295,15.712702599999998,48165,8.793116753,12.46642009,82.41256246,35.62758485
North Dakota,Foster,38031,3345,0,96.29297459,0.059790732,1.165919283,1.285500747,50.28400598,33.1838565,22.18236173,55625,1.184433164,11.25523013,78.36820084,100.0
Minnesota,Pope,27121,10975,0,96.66514806,0.446469248,1.1845102509999998,0.974943052,49.49430524,32.59225513,23.08883827,55180,3.670705631,6.5047810770000005,77.52893809999999,100.0
Virginia,Botetourt,51023,33192,26145,93.19715594,2.958544228,1.452157146,2.654254037,50.51518438,32.01675102,19.98373102,61470,4.095441595,8.400599151,72.66372639,64.09738144
Ohio,Clermont,39025,201092,150845,94.091759,1.3337179,1.720605494,2.068704871,50.67033994,38.20887952,13.96723888,61265,5.016317558,10.40752581,72.38158233,22.71651728
Texas,Crane,48103,4823,0,34.29400788,4.105328634,61.43479162,17.70682148,48.95293386,45.55256065,12.191582,60133,3.298279159,27.21389646,87.1253406,10.69714286
Florida,Holmes,12059,19569,15430,87.37799581,7.930911135,1.5841381780000001,1.7374418719999998,46.53278144,35.20874853,18.86146456,37437,13.07754661,21.73975557,87.6635514,78.7725197
Minnesota,Nicollet,27103,33226,25140,90.0740384,2.862216337,4.1654126289999995,4.084150966,50.08126166,42.26810329,13.98904472,61501,3.45421341,6.4381076429999995,67.73968461,25.57215755
Washington,San Juan,53055,16056,13310,89.11310414,0.604135526,5.835824614,6.7575984060000005,51.79995017,23.15645242,29.51544594,58029,5.06470881,4.6651733989999995,52.98524755,100.0
Virginia,Salem City,51775,25290,19975,85.7216291,7.4416765520000006,3.349149862,3.179122183,52.93001186,38.99169632,17.80150257,52351,5.03381494,10.51546392,73.10162003,0.0
Washington,Yakima,53077,247681,0,44.99658835,0.740872332,47.67866732,18.11927439,49.97638091,46.58774795,12.74825279,45700,8.346210531,27.519935399999998,84.72662427,23.51920602
Nebraska,Dakota,31043,20697,12265,50.71266367,4.106875393,37.80258008,22.491182300000002,51.33594241,45.25293521,12.95839977,52336,6.817766405,25.74046284,87.01524366,21.08921261
Indiana,Lawrence,18093,45696,35185,96.02153361,0.35014005600000003,1.516544118,1.5077906159999999,50.49019608,35.45605742,18.01032913,46044,5.63057908,11.60549454,85.65662255,58.44713227
Pennsylvania,Mercer,42085,114598,90690,90.47452835,5.658039407,1.321139985,1.390076616,50.72078047,35.28857397,19.84938655,45831,6.189290861,10.48647431,78.42521458,44.48893157
Connecticut,Tolland,9013,151689,0,85.8921873,2.811673885,5.029369302,6.76911312,49.96736744,42.30102381,13.86850727,80129,6.267325118,6.214203294,61.14024966,38.2078839
New York,Washington,36115,62465,49640,92.73833347,2.8592011530000003,2.53101737,2.214039862,48.27823581,34.24477708,17.17761947,51449,8.071505959,11.47475108,79.75398491,67.89894963
Indiana,Jefferson,18077,32482,25225,93.27627609,1.9302998580000001,2.462902531,1.514685056,52.45674527,37.76553168,16.03965273,47065,7.362161463,13.10699495,82.95635553,45.0968299
Virginia,Essex,51057,11130,0,54.76190476,40.92542677,0.251572327,1.509433962,53.84546271,34.34860737,20.44025157,47527,6.216169024,17.87928635,83.34809566,77.27558067
Minnesota,Houston,27055,18791,0,96.50364536,0.457665904,0.915331808,1.053695918,50.02926933,33.37235911,19.75413762,55550,4.007688611,6.398387337999999,77.43765865,57.39212698
Nebraska,Red Willow,31145,10884,0,92.40169055,1.607864756,4.796030871,2.048879089,49.16391033,37.83535465,18.77986035,42457,5.030800821000001,6.494040279,81.79202629999999,31.58751696
New York,Tompkins,36109,104268,79910,77.78608969,3.5849925189999996,4.7243641389999995,12.78724057,50.8142479,49.56650171,12.17631488,54133,5.367129197,5.49559213,48.39774746,43.3431137
Texas,Dawson,48115,13317,9415,37.26064429,5.526770293999999,55.57558009,7.539235564,43.84621161,44.93504543,14.41015244,42354,7.396843506000001,25.85745844,87.37356121,16.29436854
Florida,Hamilton,12047,14362,0,54.72775379,33.49115722,9.030775658,3.641554101,41.67246902,38.83163905,15.39479181,38980,13.99778516,24.99491973,89.79882138,63.48401919
Virginia,Williamsburg City,51830,14988,0,68.71497198,14.73845743,7.412596744,9.067253803,56.41846811,58.85374967,15.1587937,50091,9.079993997,5.315660016,43.29051653,0.0
Indiana,Floyd,18043,76290,0,88.49259405,5.110761568,2.9754882680000003,2.50753703,51.6096474,37.854240399999995,14.47896186,57494,6.415271862999999,10.63677926,73.07239723,20.32771058
West Virginia,Upshur,54097,24632,0,96.35433582,1.4168561219999998,1.181390062,0.633322507,49.83760961,37.95063332,18.28109776,42240,7.692307692000001,16.12515042,81.43802647,64.00181413
Ohio,Medina,39103,175543,0,94.27376768,1.4446602830000002,1.873045351,2.773109722,50.56140091,36.10454419,15.55060583,69319,4.099657123,6.3609063610000005,68.54457764,29.79423438
Indiana,Blackford,18009,12364,9625,95.92364930000001,0.606599806,1.423487544,1.205111614,50.38013588,35.27984471,19.81559366,38791,8.328995315,13.02298851,89.03448276,50.61099796
Tennessee,Williamson,47187,205645,141990,85.65197306,4.229619004,4.62593304,6.826813197999999,51.15952248,39.35714459,11.54756984,100140,3.749882375,4.41883888,43.41947025,19.38618423
Texas,Donley,48129,3506,0,82.11637193,3.9361095269999997,10.35367941,2.1677124930000002,49.08727895,38.47689675,22.70393611,40560,4.925469864,12.65217391,83.47826087,100.0
Nevada,Carson City,32510,54412,39720,68.58781151,0.9354554140000001,22.92509005,11.74924649,48.93589649,35.18892891,19.072998600000002,47948,9.458538432000001,12.74001038,79.02439024,4.839526721
Tennessee,Morgan,47129,21688,17320,93.48948727,4.638509775,1.143489487,0.645518259,44.26872003,35.20379934,15.63076356,39728,8.617049352999999,20.21502607,92.54490440000001,99.88629645
Maine,Somerset,23025,51363,40715,96.10030567,0.45168701200000005,0.987091875,1.730817904,50.62399003,32.13597337,18.95138524,40484,9.198401696,12.0498615,84.17323674,80.47598989
Ohio,Lorain,39093,304091,231560,79.19964747,7.843704681,9.302478534,2.90143411,50.75092653,36.97347176,16.30202801,53459,8.162647032,10.83803559,76.51133592,11.73794449
Indiana,Decatur,18031,26340,19650,95.29612756,0.565679575,1.845102506,1.4958238419999998,50.52012149,38.72817008,15.71374336,51185,5.260837619,10.93211237,81.82126505,53.7956488
Michigan,Ontonagon,26131,6165,5330,95.49067315,0.275750203,1.200324412,1.768045418,48.74290349,20.89213301,31.66261152,35038,11.95505618,8.311893924,82.64397388,100.0
Minnesota,Otter Tail,27111,57694,0,93.38752729999999,1.263562935,3.10430894,2.378063577,49.74520747,33.19235969,22.31774535,53351,4.040924228,8.273547508,75.94299472,73.58951538
New York,Essex,36031,38598,0,92.04881082,2.8887507119999998,3.075288875,3.279962692,47.77449609,30.86170268,21.08399399,53244,7.521113295,10.44596085,75.39977943,74.85648971
Minnesota,Brown,27015,25327,19590,94.27488451,0.22505626399999998,3.897026888,2.104473487,50.39680973,36.63284242,19.95498875,53319,2.703091301,8.865860678999999,79.10765688,34.93994516
Wyoming,Johnson,56019,8572,6590,91.5655623,0.44330378,2.1348576759999998,1.65655623,46.96686888,32.57116192,20.49696687,54594,4.512276045,5.105750165,74.53734303,49.02555724
Texas,Mills,48333,4871,0,82.26236912,0.30794498,17.08068158,7.123793882,52.12482037,34.32560049,26.99650996,44375,3.882528621,16.87329906,77.23011793,100.0
Nebraska,Keith,31101,8103,0,91.05269653,0.518326546,6.368011847000001,2.23374059,49.52486733,31.44514377,23.8430211,43100,3.958733205,8.222184704,78.35556306,47.13193117
Virginia,Culpeper,51047,48952,34495,71.67429319,13.94222912,9.319333224,7.656479817,49.72217683,38.82578853,14.01372773,66160,6.444188723,16.35734411,77.67364939,61.92250851
Utah,Iron,49021,47751,32560,86.55525539,0.584280957,8.253230299,4.3978136580000005,50.29423468,51.76436096,11.47201106,43799,8.077943464,7.925220782,71.73223229,22.55485995
Wisconsin,Marinette,55075,41090,0,95.77999513,0.36748600600000003,1.489413483,1.445607204,49.81260647,31.3506936,21.78875639,43893,6.590909091,8.627216577,85.49179783,61.82902584
Texas,Blanco,48031,10918,8370,77.99047445,0.018318373,18.87708371,7.162483971,49.61531416,29.55669537,21.52408866,56573,6.088992974,10.07017112,71.22984119,100.0
North Dakota,Nelson,38063,3032,0,96.17414248,0.659630607,2.407651715,0.857519789,49.70316623,28.13324538,28.03430079,51280,0.836012862,8.347750865,80.57958478,100.0
Nebraska,Dawes,31045,9082,0,85.8621449,0.6936798059999999,4.580488879,3.4243558689999998,50.71570139,45.49658665,17.88152389,42685,1.8658280919999999,5.614484272,65.32553036,39.93683293
Tennessee,Hamblen,47063,63203,0,82.16540354,3.484011835,11.17510245,6.112051642999999,51.48648007,36.97925731,17.51657358,39270,8.71778211,18.53507882,84.03245137,21.87260169
Minnesota,Anoka,27003,341249,0,83.33650795,5.091296971,4.057740829,7.303757667,49.95970684,38.89652424,11.83534604,73579,4.881948872,6.5245093139999994,71.77438645,13.50062265
Virginia,Page,51139,23759,0,94.54522497,1.574140326,1.839303001,1.915063765,51.02487478,33.077991499999996,20.05976683,45030,8.615757996000001,20.75131043,87.09959231,80.15972049
Indiana,Shelby,18145,44404,0,92.81145843,1.290424286,3.934330241,2.16196739,50.65309432,37.08224484,15.51887217,52651,7.716916692000001,12.25711482,83.36604514,52.0478891
Michigan,Benzie,26019,17462,14000,94.1301111,0.429504066,2.273508189,1.49467415,50.12598786,29.979383799999997,23.972053600000002,48694,7.59265923,8.547928357,74.3715889,100.0
Tennessee,McNairy,47109,26057,20195,90.12933185,6.025252331,1.880492766,0.67928004,51.13021453,35.38396592,19.76436274,31956,14.82076989,19.33601277,89.04916589,85.27325024
Utah,Juab,49023,10507,0,92.55734272,0.247454078,4.492243266,1.4371371469999998,47.98705625,49.65261254,11.70648139,54861,4.224119063,7.890222985,83.10463122,43.47062268
Michigan,Oakland,26125,1235215,0,73.21429873,13.69963933,3.763150545,12.16937942,51.37672389,36.47445991,15.05381654,69850,6.266390092000001,6.540986597000001,54.97904751,4.786661588
Minnesota,Murray,27101,8463,0,93.98558431,0.41356493,3.3676001419999997,2.481389578,50.40765686,32.03355784,24.19945646,51801,4.22981226,9.970530452,82.18729535,100.0
Wyoming,Washakie,56043,8351,0,82.39731769,0.790324512,13.96239971,3.7839779669999998,51.35911867,34.77427853,19.65034128,46212,7.441860465,12.57710761,78.92392049,35.95452947
Nebraska,Dodge,31053,36679,0,85.69753809999999,0.46893317700000003,11.3988931,6.131573925,51.01011478,38.12535783,18.70552632,49830,4.2612320519999995,12.38068274,81.08720272,25.12877817
Texas,Bee,48025,32706,0,32.66067388,7.989359751,57.90986363,4.344768544,39.5798936,40.44823579999999,11.51470678,44005,6.065048099,28.60294449,91.09450272,42.97730768
Virginia,Emporia City,51595,5565,0,31.6262354,63.95327942,3.2524707999999998,3.5759209339999996,53.92632525,41.06019766,16.92722372,27169,18.77118644,23.087320899999998,84.67153285,6.310106293
Wisconsin,Lafayette,55065,16793,0,94.77163104,0.339427142,3.507413803,2.286667064,49.19907104,37.68832252,16.70934318,53038,2.998885173,10.12345679,82.33686067,100.0
Texas,Atascosa,48013,47710,0,34.814504299999996,0.735694823,63.07692308,6.176902117000001,50.19911968,43.23202683,13.812617900000001,53181,7.23960766,24.70392548,85.72854291,60.71118434
Tennessee,Lawrence,47099,42406,31425,94.16827807,1.844078668,1.90303259,1.568174315,50.85365278,38.66669811,17.42677923,40457,8.770664596,20.13535786,88.32275485,75.87714061
Indiana,Howard,18067,82728,63005,86.07605647,6.946862006,3.053379751,2.07547626,51.64877671,36.69011701,17.92017213,45928,7.613242195,11.50875476,80.45119351,21.53543117
Minnesota,Swift,27151,9483,7295,92.99799641,1.68722978,4.291890752,1.845407571,49.64673626,34.29294527,21.11146262,49956,3.340668134,11.39392125,82.69201976,67.3821936
Virginia,Wise,51195,40074,0,91.94490193,5.140490093,1.230224085,1.17033488,48.33058841,37.36337775,15.76832859,36352,10.37265451,24.75863549,85.57534149,56.67036572
Pennsylvania,Luzerne,42079,318917,0,84.85217157,3.320299639,9.343183336000001,5.6782799289999994,50.73012727,35.11760113,18.9278088,46577,7.578419704,10.90567552,77.94744709999999,19.98485594
New Mexico,Dona Ana,35013,213825,0,28.49760318,1.541447445,67.20776336,16.65707939,50.8340933,46.80322694,14.02782649,38636,10.55041735,21.04644603,72.47007020000001,19.29045609
Nevada,Nye,32023,43198,34035,77.26052132,2.9306912360000004,14.14417334,7.069771749,50.12037594,28.73512663,27.22116765,42266,14.05283198,15.27252774,87.87647848,35.27055932
Ohio,Auglaize,39011,45871,0,96.23945412,0.374964575,1.4300974469999999,0.970111835,50.15369188,37.96080312,16.9017462,55914,3.9858686619999997,7.162907753,82.22824509,39.13686914
Indiana,Starke,18149,23069,0,94.63349083,0.416142876,3.454852833,1.647232216,50.75209155,36.81564004,16.84511682,43401,9.468074983,17.13149924,88.38970217,82.38239952
Texas,King,48269,274,190,76.64233577,0.0,23.35766423,16.05839416,48.54014599,36.49635036,12.40875912,57083,4.0935672510000005,19.43127962,76.77725118,100.0
New Mexico,Luna,35029,24627,0,32.04206765,1.055751817,65.01400901,16.63621229,50.35936168,41.83213546,20.40443416,27326,14.14487784,30.6675983,87.46744585,40.61366806
Nebraska,Boone,31011,5353,0,96.91761629,0.541752288,1.7560246590000002,0.87801233,49.69176163,35.64356436,21.3338315,51890,1.505075254,6.45074224,82.34817814,100.0
West Virginia,Calhoun,54013,7482,0,97.38037958,0.14701951300000002,1.109329056,0.815290029,50.74846298,30.88746325,21.09061748,39384,16.20644313,23.08399191,88.09042455,100.0
Indiana,Vanderburgh,18163,181692,139750,84.37905907,8.940404641,2.476718843,2.647887634,51.61647183,40.03753605,15.29071175,43311,5.72513715,10.21960976,75.09755898,9.167348347
New Mexico,Curry,35009,50544,0,49.82193732,5.573361823,40.37076607,8.428300095,48.13825578,48.37765116,11.38216208,42170,8.944255242999999,16.83538947,80.26756942,14.06895981
Nebraska,Lincoln,31111,35777,0,88.70223887,0.83014227,8.072225173,1.718981469,50.83992509,37.50733712,17.15347849,52179,3.101196953,8.08599852,78.31949355,30.51973104
Maryland,Kent,24029,19819,0,78.15732378,14.79893032,4.38972703,4.334224734,51.86941824,34.779756799999994,24.2898229,55028,5.601659751000001,12.71539345,69.4572085,72.58503738
Michigan,Muskegon,26121,172148,129975,76.70783279999999,13.56216744,5.3285545,1.5440202619999999,50.32181611,38.9420731,15.12129098,43920,10.44060583,10.79430789,81.97757654,23.31463284
New York,Sullivan,36105,75818,0,72.95233322,7.684191089,14.98061146,9.70218154,48.82086048,35.68281938,16.73876916,52027,10.14940184,13.82685779,77.64428518,74.16534489
Massachusetts,Norfolk,25021,691218,0,77.45602690000001,6.116015497,3.990926162,16.74276422,52.08168769,36.49977286,15.69808657,90226,6.25006494,6.138493852000001,48.79205997,1.240366699
Montana,Phillips,30071,4150,0,85.22891566,0.0,2.168674699,0.86746988,49.73493976,33.87951807,21.06024096,38692,7.276618513,8.746156474,82.61018107,100.0
Arizona,Coconino,4005,138064,104265,54.61959671,1.3428554869999998,13.71103256,4.8252984119999995,50.58161432,48.94614092,10.87394252,51106,8.238304813,11.08538134,65.79143946,31.46606557
Montana,Big Horn,30003,13214,8655,28.04601181,0.09838050599999999,5.229302255,1.415165733,50.64325715,50.06810958,11.03375208,44136,16.82995101,13.70571846,84.26429614,71.90827827
Texas,Bexar,48029,1858699,0,28.88767896,7.1139544379999995,59.46309758,13.1961119,50.76271091,45.00766396,11.25539961,52353,6.734619345,16.57643687,73.07383586,4.539084765
Washington,Kittitas,53037,42785,33820,84.55533481,1.1078649059999999,8.538039032,6.165712282,50.02687858,46.49526703,14.63129601,47898,6.661409287000001,9.447004608,65.34405999,40.0562141
Washington,Jefferson,53031,30333,0,88.72185409,0.880229453,3.445092803,4.895658194,50.95770283,23.3211354,31.64210596,50928,7.2198191110000005,5.494818126,61.21926438,57.4685324
Pennsylvania,Clinton,42035,39536,0,95.38648321,1.5353095909999999,1.358255767,1.38101983,50.97379603,41.91116957,17.21974909,47163,6.554257625,12.36574167,82.50748652,45.69040216
Wisconsin,Sawyer,55113,16438,13055,77.30259156,0.6630977,2.2691324980000003,1.50261589,49.30648497,30.80058401,23.31792189,41869,7.665186733,8.901562112999999,77.86593933,84.20003624
Montana,Sanders,30089,11375,9225,90.25054945,0.158241758,2.628571429,2.602197802,48.68571429,27.78021978,26.21538462,34336,9.260079752000001,11.90974645,83.62409863,100.0
Minnesota,Mahnomen,27087,5480,0,46.56934307,0.346715328,3.430656934,0.7846715329999999,49.54379562,43.52189781,16.84306569,41597,10.08807046,12.93872695,87.38845925,100.0
Nevada,Douglas,32005,47426,37135,81.45110277,0.657866993,12.03980939,7.419980601000001,49.58672458,29.13591701,24.52030532,59769,7.482869719,6.991774382999999,73.67802585,31.55307786
Wisconsin,Brown,55009,256621,0,82.03303705,2.1085569769999997,8.118197653,5.616453837000001,50.36259698,40.65099894,13.06557141,54172,5.331061344,8.601954212999999,71.75637711,14.49434895
Minnesota,Wilkin,27167,6479,0,94.32011113,0.72542059,1.265627412,0.47846890000000003,49.71446211,34.52693317,18.59854916,52963,1.9752358490000002,7.664075992999999,78.6701209,50.13686131
Maryland,Calvert,24009,90527,0,79.13550653,12.12014095,3.41555558,2.978117026,50.32863124,38.2449435,12.95525092,96808,7.812850244,6.706582876000001,70.71436819,38.70989553
West Virginia,Wetzel,54103,15997,0,97.57454523,0.431330875,0.481340251,0.443833219,50.99706195,33.16871913,21.27898981,39446,8.472336912000001,16.94708395,89.25115509,53.85635892
West Virginia,Mineral,54057,27606,21840,94.22951532,3.249293632,0.872998623,0.510758531,50.28616967,35.166268200000005,19.58632181,36153,7.786608049,11.30650667,87.63318506,64.59308096
New York,Erie,36029,922129,705180,76.32587198,13.02008721,5.0700064739999995,6.655034166,51.60557796,38.07818646,16.53716562,52744,6.120081643,9.158043274,67.80072123,9.403834436
Ohio,Monroe,39111,14442,11415,97.51419471,0.304666944,0.498545908,0.47777316200000003,50.00692425,32.29469603,22.08835341,41368,6.452167928,12.51193887,89.30276982,97.65059418
Wisconsin,Rock,55105,160986,0,83.64205583,3.404643882,8.207545997999999,4.5830072180000005,50.79634254,38.52136211,15.03298423,50968,7.390601241000001,10.59140579,79.23434731,20.41651334
Minnesota,Cass,27021,28633,0,83.66570042,0.324800056,1.8195788080000002,0.998847484,49.05179339,31.97010442,23.71389655,47926,6.316031236000001,8.654264315,79.13022469,100.0
Florida,Sarasota,12115,398011,0,83.68989802,4.425505828,8.601269814,12.2453902,52.27016339,25.09051257,34.00207532,52796,7.129594588,7.4397978160000005,66.94196748,4.320486602
Michigan,Huron,26063,32021,25510,95.56228725,0.39036882,2.179819493,1.508385122,50.25764342,31.010899100000003,23.43462103,43082,6.605602727999999,11.30767595,85.08186264,89.46192403
Vermont,Caledonia,50005,30859,24280,95.25584108,0.793933698,1.370750834,1.8179461419999998,50.14420428,35.02381801,18.02715577,46931,6.277998208,9.377313101,72.33068098,74.39075159
Washington,Garfield,53023,2231,0,92.24562976,0.0,3.316898252,1.38951143,50.60510982,32.09323173,22.45629762,51395,4.4117647060000005,3.577926016,75.80351728,100.0
Washington,Pierce,53053,832896,0,68.55669856,6.469114992000001,10.08781408,9.513792837999999,50.3567072,41.37431324,12.66328569,61468,7.849465542000001,9.012332933,74.59966419,6.59071332
Montana,Hill,30041,16529,0,70.76653155,0.018149918,3.2730352710000004,1.131344909,49.45247746,44.65484905,13.8665376,42979,5.297311614,9.502086771,76.51169562,40.00372763
Florida,Lafayette,12067,8742,0,69.26332647,16.49508122,12.85746969,4.323953329,42.633264700000005,36.94806679999999,13.818348199999999,36236,15.03834612,25.22875817,86.38888889,100.0
Ohio,Madison,39097,43537,0,89.16783426,5.716976365,1.7020005969999998,1.525139536,45.31777569,35.73052806,14.06849347,58326,6.419141079,13.29775116,83.64955902,48.48624381
Maine,Penobscot,23019,152978,0,94.18478474,0.742590438,1.2387402109999999,2.7101936230000003,50.63277073,37.36354247,16.5193688,45302,7.3103078020000005,8.77813867,75.26894843,57.6502537
Tennessee,Rutherford,47149,290289,206215,73.41132458,13.51894147,7.15666112,7.005777002,50.71187678,45.24249972,9.54083689,58032,6.0933473320000004,9.231386491,69.7681287,17.02144674
Ohio,Union,39159,53955,0,90.87758317,2.344546381,1.5160782130000001,3.299045501,52.15828005,39.23454731,11.2204615,71282,3.735749564,8.064021415,70.90873602,49.95219885
Ohio,Clinton,39027,41854,31610,93.51077555,2.36297606,1.57929947,1.099058632,50.39661681,39.28178908,15.24585464,48675,6.585173502000001,11.526681800000002,83.50808922,54.63843958
Indiana,Perry,18123,19301,15170,94.46660795,3.087922906,1.227915652,0.911869851,46.55199212,35.951505100000006,16.7348842,47396,4.12371134,13.03612153,86.5739719,55.04188644
Virginia,Fairfax,51059,1132887,715975,52.32075220000001,9.174260098,16.05985416,30.30840675,50.49788726,38.75735179,11.52515652,114329,4.665275487,8.282040209,39.73990093,1.393975924
New York,Westchester,36119,969229,634370,54.94779871,13.46688966,23.61082881,25.52647517,51.67953084,37.32554432,15.64686983,86226,7.051261805,12.39726411,52.69634937,3.273477447
Tennessee,Bledsoe,47007,14073,11105,89.90975627,3.282882115,2.096212606,1.378526256,43.79307895,33.39017978,17.27421303,38535,9.326618168,25.37415631,88.74107405,100.0
Texas,Castro,48069,7875,0,33.96825397,0.838095238,62.86984127,19.83492063,49.18095238,45.46031746,13.85396825,42733,4.7979063680000005,29.54062101,86.87792429,45.75787646
New York,Cattaraugus,36009,78506,0,91.06182967,1.5744019569999999,1.9488956259999999,2.1195832169999997,50.583394899999995,37.642982700000005,17.07130665,43884,7.492271815,11.83100708,81.87214698,61.75280451
Nebraska,Nuckolls,31129,4352,3435,95.51930147,0.091911765,2.688419118,1.4016544119999998,50.59742647,30.33088235,26.19485294,41576,2.867072111,6.6645807260000005,83.38548185,100.0
Texas,Taylor,48441,135234,0,65.13524705,7.356877708,23.39204638,5.49270154,51.00418534,46.98596507,13.87372998,47044,5.465752369,13.15073175,75.8821878,16.03348897
Virginia,Northumberland,51133,12272,0,69.89895698,28.95208605,0.358539765,2.4690352019999997,51.38526728,25.07333768,33.89830508,54440,7.569795765,10.34876479,72.93958896,100.0
Texas,Moore,48341,22186,11160,34.00342558,2.753989002,53.30839268,27.53087533,48.48553142,49.04444244,9.67276661,50552,3.948801743,36.07466417,86.50421743,16.8142805
Washington,Clallam,53009,72969,58510,83.60810755,0.941495704,5.8572818589999995,4.881525031000001,50.56530856,29.85377352,26.92924393,47180,9.283716089,8.079446063999999,75.74344023,35.4531959
Tennessee,Jackson,47087,11526,9265,95.91358667,0.45982995,1.847995836,0.294985251,49.72236682,31.71959049,20.45809474,32676,10.64311594,23.41914818,91.99193261,100.0
Texas,Calhoun,48057,21805,15040,43.65053887,2.724145838,47.84223802,9.970190322999999,49.37399679,40.24764962,15.95047008,54167,6.295725837999999,19.45942209,84.58454307,44.73130349
Texas,Denton,48121,754650,0,61.56231366,8.812429603,18.89869476,14.41992977,50.82356059,43.20956735,8.689988737,76678,5.089057924,7.958782371,57.83240173,6.905830544
Ohio,Pickaway,39129,56804,44005,93.07443138,3.137103021,1.329131751,1.035138371,47.06182663,37.75086262,14.54475037,58706,5.995725374,12.91778889,82.69334359,49.86534525
Nebraska,Kimball,31105,3713,2830,89.22704013,0.026932400000000002,7.945057905,1.7775383790000001,49.663345,32.80366281,25.69350929,40344,5.445544554,11.56437126,84.39371257,100.0
New Mexico,Rio Arriba,35039,39924,0,12.82186154,0.41328524200000005,71.40817553,5.217413085,50.8866847,38.76365094,16.51638112,33972,9.499040188,15.77731406,81.88999851,49.76395170000001
New Jersey,Cumberland,34011,155744,108300,48.02689028,18.06875385,29.13499075,10.64246456,48.69465276,40.03685535,13.81433635,49537,9.86754391,22.66497535,85.72900075,23.02706217
Wisconsin,Monroe,55081,45365,33300,91.51548551,1.20797972,4.022925163,2.182299129,49.5778684,38.0006613,15.59792792,53394,6.054800623999999,9.792886824,81.8211563,57.67241958
Vermont,Windham,50025,43609,34945,93.68708294,0.8071728309999999,2.0867252169999997,3.10715678,50.88399184,32.42679263,19.17264785,50917,6.045682262000001,8.547223094,64.73486037,68.24523173
Texas,Comanche,48093,13506,9875,70.91662965,1.0217681029999999,26.9287724,6.9746779210000005,50.33318525,35.08810899,23.45624167,39054,5.1837386830000005,20.07486631,82.99465241,71.46128524
North Dakota,Barnes,38003,11033,8705,93.31097616,0.7976071779999999,1.830871023,0.9698178190000001,50.81120276,35.63853893,20.38430164,55778,2.774508155,9.115663900000001,76.32261411,39.55358757
Indiana,Grant,18053,68269,53625,85.5512751,6.872811963999999,4.060408092,1.5482869240000001,52.064626700000005,39.6563594,17.65515827,40272,8.08988764,13.49470905,83.27479362,28.91337549
Texas,Nacogdoches,48347,65556,46115,60.17298188,17.69479529,18.66800903,9.283665873,52.26676429,49.44017329,12.79059125,38915,8.830618892999999,18.76308584,74.75707307,46.46023185
Virginia,Madison,51113,13122,0,85.20804755,7.117817406,2.217649749,1.798506325,51.15073922,34.64410913,20.423715899999998,48271,5.308192046,14.15520206,74.35511608,100.0
Nebraska,Douglas,31055,543253,0,70.61111489,11.03132426,12.00232672,9.195899516,50.75093925,43.36119635,11.54066337,56003,4.92452447,10.57290526,62.39379449999999,2.1705246469999997
Montana,Fallon,30025,2913,2160,94.47305184,1.304497082,1.716443529,1.338825953,47.64847237,38.0363886,15.82560934,50114,2.891263356,3.842264914,85.23761375,100.0
North Dakota,Logan,38047,1939,1550,96.75090253,0.051572976,1.495616297,1.237751418,49.1490459,28.10727179,28.62300155,55068,1.798201798,15.59065934,86.19505495,100.0
Texas,Fayette,48149,24909,18540,72.41960737,6.379220362000001,19.88437914,6.832871653,50.65237464,32.41398691,23.67417399,51290,1.6528217859999998,18.32275459,82.90737516,67.13773723
